text	label_p1	label_p2	rationale_label
XYZ lives in South India.\nXYZ marked himself safe during Nepal Earthquake.	affected_people_and_evacuations	affected_people_and_evacuations	xyz lives  _sep_exp_token_ xyz marked himself safe 
International aid &amp; rescue teams continue to arrive in Kathmandu after the #NepalEarthquake http://t.co/A6MXYgbKkt	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	international aid & rescue teams continue to arrive in kathmandu 
"RT @gulf_news: In pictures: Frantic search for Nepal quake survivors as toll nears 2,000 http://t.co/wAjHFtRWW2 http://t.co/snBuGgxteH"	injured_or_dead_people	injured_or_dead_people	toll nears 2,000
A whirlwind weekend: Ready to help in Nepal and rescuing dogs from slaughter in China. Read more. http://t.co/MgzgvQSzCK via @HSIGlobal	not_related_or_irrelevant	not_related_or_irrelevant	a whirlwind weekend : ready to help in nepal and rescuing dogs from slaughter in china . read more . via
"Nepal scrambles to organize quake relief, many flee capital http://t.co/YGRIpG4yY8 #worldnews #news #breakingnews"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	nepal scrambles to organize quake relief 
"RT @nytimes: The Dharahara Tower, built in 1832, is one architectural loss caused by the Nepal earthquake http://t.co/thOr5diLuz http://t.c…"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	the dharahara tower , built in 1832 , is one architectural loss 
180 Bodies Retrieved From Debris of Nepal's Historic Tower | http://t.co/8pbfFT8AbI | Outlook Wires	injured_or_dead_people	injured_or_dead_people	180 bodies retrieved 
RT @RuptlyNewsroom: BREAKING - #Kathmandu Airport has re-opened after short closure due to 6.7 aftershock - Reports	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	#kathmandu airport has re-opened after short closure 
"RT @cnnbrk: At least 2,263 people have died in Nepal from massive #NepalEarthquake and aftershocks, official says. http://t.co/hCyjO7YyS7"	injured_or_dead_people	injured_or_dead_people	at least 2,263 people have died 
RT @IndiaBTL: Death toll rises to 870. Makes our heart sink. Emergency declared in Nepal. Pls contribute to PM's Relief Fund here- https://…	injured_or_dead_people	injured_or_dead_people	death toll rises to 870 
RT @DeLormeGPS: Listen to #Everest updates as @ClimberJim talks with @CNN from base camp &amp;gt;&amp;gt; http://t.co/QyMsqgRnyT #NepalEarthquake	other_useful_information	other_useful_information	listen to #everest updates 
RT @betsy_hiel: CNN: Powerful earthquake hits Nepal and today a 6.7 aftershock http://t.co/RI4rnZsxur	other_useful_information	other_useful_information	powerful earthquake hits nepal 
"RT @GoogleCR: We've just launched a Person Finder instance to help track missing persons for the #Nepal earthquake, http://t.co/olPoKniVrZ"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	we 've just launched a person finder instance to help track missing persons 
@jimmyfallon I am on my way to Nepal to help rebuild a shelter for 35 orphans. Could you help fund me? Thank you! http://t.co/B0FOhHeDtJ	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	i am on my way to nepal to help rebuild a shelter for 35 orphans 
RT @DDNewsLive: #NepalEarthquake update: over 800 killed | #NDMA #Helpline No. for missing persons 011-26701728/ 29 Mob-9868891801 http://t…	injured_or_dead_people	injured_or_dead_people	over 800 killed 
Collection will be held on Friday for the Earthquake in Nepal Appeal. We would like to buy an emergency box which costs £590.......	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	collection will be held on friday for the earthquake in nepal appeal 
Our all nations stand with Nepal and Indians #NepalEarthquake	not_related_or_irrelevant	not_related_or_irrelevant	our all nations stand with nepal and indians #nepalearthquake
RT @AP: VIDEO: Residents of Kathmandu scurry and damage is seen after powerful earthquake rocks Nepal: http://t.co/Z1QVC0FUnS	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	damage is seen 
Out of the debris: Resilient Nepal will reconstruct and rebuild.  India must continue to lend a hand. http://t.co/kQgpq81FDi via @josephjett	not_related_or_irrelevant	not_related_or_irrelevant	out of the debris : resilient nepal will reconstruct and rebuild . india must continue to lend a hand . via
"RT @KatDavisToGo: ""@ScheuerJo @HelenClarkUNDP Millions of lives and livelihoods affected by #NepalEarthquake #Disaster  https://t.co/wofzyj…"	affected_people_and_evacuations	affected_people_and_evacuations	millions of lives and livelihoods affected 
IsraAID - Emergency Relief for Earthquake Struck Nepal http://t.co/QiaOh8AzLv	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	emergency relief for earthquake struck nepal
RT @MamataOfficial: As of now 336 people from Bengal stranded. 31 rescued. Of them 9 flying back by Indigo at 2:55 PM &amp;15 by Air India at 5…	affected_people_and_evacuations	affected_people_and_evacuations	336 people from bengal stranded 
RT @OxfamAustralia: A staggering 6.6 million people live within the affected areas &amp; the full extent of the damage is still unfolding #Nepa…	affected_people_and_evacuations	affected_people_and_evacuations	a staggering 6.6 million people live within the affected areas 
"#VIDEO Nepal earthquake: Centuries-old temples, towers collapsed in Kathmandu http://t.co/uuQkay9NFs http://t.co/qsFA168Xdh"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	centuries-old temples , towers collapsed 
"Hindu. 55 T.S., A.P. tourists evacuated from Kathmandu http://t.co/5hHKofSVfD"	affected_people_and_evacuations	affected_people_and_evacuations	hindu . 55 t . s . , a . p . tourists evacuated 
Thousands volunteer to scour satellite images of Nepal quake http://t.co/tZQlog1y8e via GMA News	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	thousands volunteer 
RT @davidcommon: Canada's C17 to arrive in #Nepal Wednesday. Bringing aid in. Taking Canadians out. http://t.co/Thk1qksS95	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	canada 's c17 to arrive in #nepal wednesday . bringing aid in 
RT @ibnlive: NEWS UPDATE: Indian army Everest team recovers bodies of 18 foreign mountaineers who were killed in #NepalQuake\nhttp://t.co/nA…	injured_or_dead_people	injured_or_dead_people	recovers bodies of 18 foreign mountaineers who were killed 
Earthquake 25 &amp; 26 April 2015 In India &amp; Nepal Major Aftershock Bhukamp http://t.co/0nCr6DPsdD via @seenpostz	other_useful_information	other_useful_information	earthquake 25 & 26 april 2015 in india & nepal major aftershock bhukamp
"RT @ejcatering: 100 refugees camping in the Brick School Nepal, £600 raised today through #brickchildrenschooNepalEarthquake"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	100 refugees camping in the brick school nepal  _sep_exp_token_ 600 raised 
Facebook and Google help find Nepal earthquake survivors http://t.co/35j64T0BSb	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	facebook and google help find nepal earthquake survivors
RT @ewnupdates: [LISTEN] Mother of man trapped in Nepal fears for his safety http://t.co/1uXracZDg6 #NepalEarthquake http://t.co/OXN6e8J5vw	affected_people_and_evacuations	affected_people_and_evacuations	mother of man trapped 
Damage in remote areas still unknown #NepalEarthquake	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	damage in remote areas still unknown
"CHPSRE CHPSRE RTLastQuake: RT achyutluitel: Causalties: Kathmandu 71, Bhaktapur 41, Everest avalanche 2, Sunsari 4… http://t.co/kqf493oMYy"	injured_or_dead_people	injured_or_dead_people	causalties : kathmandu 71 , bhaktapur 41 , everest avalanche 2 , sunsari 4
"RT @WSMV: The death toll from the Nepal earthquake is now more than 5,000: http://t.co/BfdoBUbl6h"	injured_or_dead_people	injured_or_dead_people	the death toll from the nepal earthquake is now more than 5,000 
"RT @StefSimanowitz: #Dharahara (Bhimsen Tower) the 19th century, 9-storey tall tower in #Kathmandu, has collapsed b/c #Nepalquake #Nepal ht…"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	#dharahara ( bhimsen tower ) the 19th century , 9 - storey tall tower in #kathmandu , has collapsed 
"RT @smitaprakash: ANI reporting from Nepal. People stayed awake all night, on the streets, all due to aftershocks. https://t.co/aLPuUQDtfS"	affected_people_and_evacuations	affected_people_and_evacuations	people stayed awake all night , on the streets 
RT @MusicForRelief: Urgent relief needed to bring aid to survivors of #NepalEarthquake. Text MFR to 41444 to support.	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	urgent relief needed to bring aid  _sep_exp_token_ survivors 
"Facebook, Twitter, Apple Appeal Its Users To Contribute To Nepal Earthquake Relief http://t.co/0oljcIMUVu"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	facebook , twitter , apple appeal its users to contribute to nepal earthquake relief
RT @IndianSanskriti: What WILLING &amp; ABLE Government + People can do! #Nepal #NepalEarthquake #NepalQuake #NepalQuakeRelief @narendramodi ht…	not_related_or_irrelevant	not_related_or_irrelevant	what willing & able government + people can do ! #nepal #nepalearthquake #nepalquake #nepalquakerelief ht
RT @ajplus: The death toll continues to rise after the #NepalEarthquake and people are sleeping outdoors in fear of aftershocks. https://t.…	injured_or_dead_people	injured_or_dead_people	the death toll continues to rise 
RT @ladyotomoofsaka: #NepalQuake @ayeshavenky1: Wedding party of 300 Indians stuck at Gokarna Forest Resort and Hyatt in Kathmandu. injured…	affected_people_and_evacuations	affected_people_and_evacuations	wedding party of 300 indians stuck 
RT @RohitVBhardwaj: My heart goes out for India and Nepal . Praying for everyone's well being . Condolence for departed souls #RIP http://t…	not_related_or_irrelevant	not_related_or_irrelevant	my heart goes out for india and nepal . praying for everyone 's well being . condolence for departed souls #rip
"Nepal Weighs Monumental Losses: While Nepalese mourn the deaths of thousands from the earthquake, they are als... http://t.co/QCH3WQO4ee"	injured_or_dead_people	injured_or_dead_people	the deaths of thousands 
"RT @javierespinosa2: Around 300,000 foreign tourists were estimated to be in #Nepal for the spring trekking and climbing season (Reuters) #…"	affected_people_and_evacuations	affected_people_and_evacuations	around 300,000 foreign tourists were estimated to be in #nepal 
Kathmandu: Visuals of buildings damaged near Pashupatinath Temple #NepalEarthquake http://t.co/Kpui4bcDAC	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	visuals of buildings damaged 
RT @artdielle: #PersonFinder site to assist #NepalEarthquake If you are looking for someone or have information about https://t.co/JKQeYtfw…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	#personfinder site to assist #nepalearthquake 
"RT @timesofindia: Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. Pic: @JulieMakLAT http://t.co…"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	kathmandu 's darbar square , a unesco world heritage site , in ruins 
RT @americamag: Quake Toll Rises in Nepal as Pope Francis Offers Prayers for Victims http://t.co/Xni4Ezxti4 http://t.co/ELMXXxBtxN	injured_or_dead_people	injured_or_dead_people	quake toll rises 
"RT @nytimes: Fearing for their families after the Nepal earthquake, thousands return to isolated villages http://t.co/uoto2Ekl7N http://t.c…"	affected_people_and_evacuations	affected_people_and_evacuations	thousands return to isolated villages
"RT @sirdavidD: I am broken for the people of Nepal &amp; my friend Dan. Please send your prayers, thoughts, &amp; love to those who've lost. #RIPDa…"	not_related_or_irrelevant	not_related_or_irrelevant	i am broken for the people of nepal & my friend dan . please send your prayers , thoughts , & love to those who 've lost . #ripda
